,MAG,Time,Lat,Lon,Depth,clID,eType
6700,3.0,2016-10-31T09:26:51.440002Z,42.7927,13.1075,8.8,283,1.0
6701,3.0,1994-11-09T14:37:47.710013Z,40.9063,16.8673,0.0,0,0.0
6702,3.0,2016-10-31T09:04:45.569976Z,42.7865,13.0713,10.2,283,1.0
6703,3.0,2016-10-31T07:24:43.009977Z,42.7383,13.2793,14.6,283,1.0
6704,3.0,2018-12-25T07:03:13.000006Z,37.638,14.956,4.3,218,1.0
6705,3.0,1991-03-02T22:20:49.470005Z,42.0805,12.8213,6.1,0,0.0
6706,3.0,1991-02-26T13:49:04.120036Z,43.9788,8.6957,15.2,0,0.0
6707,3.0,2018-12-25T16:31:05.000019Z,37.715,15.012,2.8,219,1.0
6708,3.0,2016-10-31T05:55:52.099997Z,42.8387,13.0587,9.0,283,1.0
6709,3.0,2016-10-31T05:19:22.729957Z,43.0182,13.088,8.3,283,1.0
