,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60,nf_all_apr,na_all_apr,nf_apr,na_apr
0,-999.000,-999.000,198,4.0,-999.0,-999.0,-999.0,-999.0, 9.525,-83.647,2.9,3,0,3,0,2015-07-07T12:38:00.999998,-999.000,-999.000,4,4, 0, 3,0,3
1,-999.000,-999.000,344,32.0,1.8,-999.0,1.8,-999.0, 8.257,-82.757,4.5,4,0,4,0,2017-03-18T05:00:09.000003,-999.000,-999.000,1,1, 0, 2,0,2
2,-999.000,-999.000,819,16.0,0.8,-999.0,0.8,-999.0, 9.631,-84.540,3.2,1,0,1,0,2020-05-30T18:22:29.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
3,-999.000,-999.000,346,23.0,-999.0,1.0,-999.0,1.0, 8.691,-83.287,3.5,0,1,0,1,2017-03-26T20:06:28.999998,-999.000,-999.000,-1,-1, 1, 0,1,0
4,-999.000,-999.000,347,17.0,-999.0,0.2,-999.0,0.2, 9.864,-85.212,3.2,0,1,0,1,2017-03-26T21:46:41.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
5,-999.000,-999.000,340,17.0,-999.0,0.3,-999.0,0.3, 8.392,-82.894,2.8,0,1,0,1,2017-03-13T21:29:04.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
6,-999.000,-999.000,341,26.0,0.2,-999.0,0.2,-999.0, 8.300,-82.757,3.3,1,0,1,0,2017-03-10T19:52:38.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
7,-999.000,-999.000,342,9.0,-999.0,0.1,-999.0,0.1, 9.503,-83.018,3.2,0,1,0,1,2017-03-15T12:22:37.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
8,-999.000,-999.000,343,22.0,0.4,-999.0,0.4,-999.0, 9.668,-84.873,3.5,2,0,2,0,2017-03-16T13:57:03.999997,-999.000,-999.000,-1,-1, 0, 2,0,2
9,-999.000,-999.000,810,52.0,1.5,-999.0,1.5,-999.0, 9.439,-84.074,4.3,1,0,1,0,2020-04-17T09:34:32.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
10,-999.000,-999.000,811,9.0,0.3,-999.0,0.3,-999.0, 8.988,-84.204,3.1,3,0,3,0,2020-04-18T08:45:03.000002,-999.000,-999.000,5,5, 0, 3,0,3
11,-999.000,-999.000,812,18.0,1.7,-999.0,1.7,-999.0, 9.869,-85.507,4.4,5,0,5,0,2020-04-26T06:14:12.000000,-999.000,-999.000,1,1, 0, 3,0,3
12,-999.000,-999.000,813,5.0,-999.0,0.1,-999.0,0.1, 9.892,-83.926,3.0,0,1,0,1,2020-04-28T07:06:22.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
13,-999.000,-999.000,348,9.0,0.8,-999.0,0.8,-999.0, 9.508,-83.559,3.3,1,0,2,0,2017-04-06T00:13:51.999999,-999.000,-999.000,-1,-1, 0, 2,0,1
14,-999.000,-999.000,349,8.0,0.9,1.8,0.9,1.8, 9.001,-84.096,4.5,8,1,10,1,2017-04-08T18:16:33.999998,-999.000,-999.000,1,1, 1, 10,1,8
15,-999.000,-999.000,816,22.0,-999.0,-999.0,-999.0,-999.0, 9.366,-84.615,2.9,1,0,1,0,2020-05-09T16:53:24.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
16,-999.000,-999.000,817,4.0,-999.0,-999.0,-999.0,-999.0, 9.716,-83.947,2.4,0,0,0,0,2020-05-14T03:03:08.000001,-999.000,-999.000,-1,-1, 0, 0,0,0
17,-999.000,-999.000,737,22.0,0.3,-999.0,0.3,-999.0, 8.845,-83.154,3.2,1,0,1,0,2019-12-18T21:13:06.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
18,-999.000,-999.000,739,19.0,0.8,-999.0,0.8,-999.0, 9.516,-84.835,3.2,1,0,1,0,2019-12-20T02:24:41.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
19,-999.000,-999.000,719,40.0,-999.0,-999.0,0.3,-999.0, 8.501,-83.046,2.8,0,0,1,0,2014-02-28T05:10:05.000001,-999.000,-999.000,-1,-1, 0, 1,0,0
20,-999.000,-999.000,718,6.0,0.2,-999.0,0.2,-999.0, 9.739,-83.962,2.7,1,0,1,0,2019-11-20T00:38:42.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
21,-999.000,-999.000,717,10.0,0.6,-999.0,0.6,-999.0, 8.920,-84.071,3.0,2,0,2,0,2019-11-21T04:07:03.999999,-999.000,-999.000,-1,-1, 0, 2,0,2
22,-999.000,-999.000,716,14.0,0.8,0.6,0.8,0.6, 8.479,-83.118,3.5,2,1,2,1,2019-11-17T00:47:21.000001,-999.000,-999.000,1,1, 1, 2,1,2
23,-999.000,-999.000,715,19.0,-999.0,-999.0,-999.0,-999.0, 9.508,-84.862,3.2,1,0,1,0,2019-11-16T16:06:04.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
24,-999.000,-999.000,714,30.0,-999.0,-999.0,-999.0,-999.0, 9.426,-84.201,3.6,2,0,2,0,2019-11-15T02:55:56.000003,-999.000,-999.000,-1,-1, 0, 2,0,2
25,-999.000,-999.000,713,14.0,0.1,-999.0,0.1,-999.0, 9.400,-84.622,2.5,1,0,1,0,2019-11-13T23:39:40.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
26,-999.000,-999.000,712,29.0,1.5,-999.0,1.2,-999.0, 8.858,-84.144,4.0,2,0,5,0,2019-11-10T22:03:48.999999,-999.000,-999.000,1,-1, 0, 5,0,2
27,-999.000,-999.000,711,14.0,0.6,-999.0,0.6,-999.0, 8.995,-83.973,3.4,4,0,4,0,2019-11-09T06:28:59.999997,-999.000,-999.000,1,1, 0, 4,0,4
28,-999.000,-999.000,710,36.0,0.8,-999.0,0.8,-999.0, 9.180,-84.063,3.2,1,0,1,0,2019-11-05T03:20:38.999996,-999.000,-999.000,-1,-1, 0, 1,0,1
29,-999.000,-999.000,421,14.0,-999.0,0.2,-999.0,0.2, 9.256,-84.472,2.8,0,1,0,1,2017-12-01T17:21:32.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
30,-999.000,-999.000,129,60.0,1.5,-999.0,1.5,-999.0, 9.412,-83.966,4.2,1,0,1,0,2014-11-21T04:56:27.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
31,-999.000,-999.000,420,10.0,0.2,0.1,0.2,0.1, 9.377,-84.480,2.8,1,2,1,2,2017-11-30T12:57:57.999997,-999.000,-999.000,4,4, 2, 1,2,1
32,-999.000,-999.000,423,8.0,-999.0,-999.0,-999.0,-999.0, 9.277,-84.777,3.8,8,0,8,0,2017-12-03T02:01:30.000003,-999.000,-999.000,2,2, 0, 8,0,8
33,-999.000,-999.000,1069,15.0,-999.0,0.2,-999.0,0.2, 9.467,-84.810,2.8,0,1,0,1,2021-07-28T19:47:32.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
34,-999.000,-999.000,1068,22.0,0.4,-999.0,0.4,-999.0, 9.551,-84.677,2.8,1,0,1,0,2021-07-27T23:49:01.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
35,-999.000,-999.000,422,15.0,1.4,-999.0,1.4,-999.0, 9.327,-84.453,3.9,2,0,2,0,2017-12-02T01:54:18.000001,-999.000,-999.000,-1,-1, 0, 2,0,2
36,-999.000,-999.000,1061,28.0,0.3,-999.0,0.3,-999.0, 9.707,-82.819,2.8,1,0,1,0,2021-07-19T10:23:18.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
37,-999.000,-999.000,1060,4.0,0.2,-999.0,0.2,-999.0, 9.534,-83.576,2.6,1,0,1,0,2021-07-18T17:16:29.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
38,-999.000,-999.000,1063,8.0,1.8,-999.0,1.8,-999.0, 9.854,-84.053,4.5,2,0,2,0,2021-07-20T23:57:13.000001,-999.000,-999.000,-1,-1, 0, 2,0,2
39,-999.000,-999.000,1062,43.0,0.3,-999.0,0.3,-999.0, 9.460,-84.114,3.3,2,0,2,0,2021-07-19T17:24:28.000003,-999.000,-999.000,-1,-1, 0, 2,0,2
40,-999.000,-999.000,1065,28.0,0.7,-999.0,0.7,-999.0, 8.283,-82.832,3.7,1,0,1,0,2021-06-27T21:41:10.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
41,-999.000,-999.000,1064,32.0,-999.0,0.1,-999.0,0.1, 9.537,-84.128,3.5,0,1,0,1,2021-07-21T10:56:08.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
42,-999.000,-999.000,1067,17.0,1.0,-999.0,1.0,-999.0, 9.564,-84.819,4.2,3,0,3,0,2021-07-27T06:37:20.999999,-999.000,-999.000,1,1, 0, 3,0,3
43,-999.000,-999.000,1066,39.0,1.0,-999.0,1.0,-999.0, 8.378,-82.810,4.8,12,0,12,0,2021-07-23T20:03:09.999998,-999.000,-999.000,1,1, 0, 11,0,11
44,-999.000,-999.000,427,17.0,0.1,-999.0,0.1,-999.0, 9.423,-84.601,3.4,1,0,1,0,2017-12-16T10:18:47.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
45,-999.000,-999.000,298,40.0,0.7,-999.0,0.7,-999.0, 8.609,-83.210,3.4,1,0,1,0,2016-08-20T02:11:50.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
46,-999.000,-999.000,299,43.0,2.3,-999.0,2.3,-999.0, 9.022,-83.667,4.9,1,0,1,0,2016-08-25T13:34:00.999999,-999.000,-999.000,-1,-1, 0, 0,0,0
47,-999.000,-999.000,296,26.0,0.7,-999.0,0.7,-999.0, 9.552,-84.808,3.3,2,0,2,0,2016-08-16T11:26:17.000001,-999.000,-999.000,-1,-1, 0, 2,0,2
48,-999.000,-999.000,297,26.0,-999.0,0.8,-999.0,0.8, 8.160,-82.791,4.0,0,1,0,1,2016-08-17T04:24:57.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
49,-999.000,-999.000,294,23.0,0.6,-999.0,0.6,-999.0, 8.240,-82.925,3.5,1,0,1,0,2016-08-11T09:32:37.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
50,-999.000,-999.000,295,26.0,-999.0,-999.0,-999.0,-999.0, 9.519,-84.303,2.5,1,0,1,0,2016-08-14T16:07:01.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
51,-999.000,-999.000,292,48.0,0.3,-999.0,0.3,-999.0, 9.316,-83.951,3.5,1,0,1,0,2016-07-30T19:28:40.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
52,-999.000,-999.000,293,16.0,1.6,-999.0,1.6,-999.0, 8.243,-83.034,4.3,1,0,1,0,2016-08-09T06:24:52.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
53,-999.000,-999.000,290,10.0,0.8,-999.0,0.8,-999.0, 9.435,-83.891,4.0,3,0,3,0,2016-07-25T00:32:53.000001,-999.000,-999.000,1,1, 0, 3,0,3
54,-999.000,-999.000,291,29.0,-999.0,0.2,-999.0,0.2, 8.357,-82.769,2.6,0,1,0,1,2016-07-25T06:29:49.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
55,-999.000,-999.000,591,33.0,1.1,-999.0,1.1,-999.0, 8.798,-83.116,3.7,1,0,1,0,2018-12-31T17:20:21.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
56,-999.000,-999.000,590,34.0,2.0,-999.0,2.0,-999.0, 9.555,-84.157,4.4,1,0,1,0,2018-12-18T22:26:14.000000,-999.000,-999.000,-1,-1, 0, 0,0,0
57,-999.000,-999.000,1085,21.0,0.1,-999.0,0.1,-999.0, 9.177,-83.888,2.5,1,0,1,0,2021-08-29T09:42:30.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
58,-999.000,-999.000,592,17.0,-999.0,0.2,-999.0,0.2, 8.642,-83.037,2.7,0,2,0,2,2019-01-18T09:12:44.000000,-999.000,-999.000,-1,-1, 2, 0,2,0
59,-999.000,-999.000,595,4.0,0.6,-999.0,0.6,-999.0, 9.592,-83.522,3.2,2,0,2,0,2019-01-29T11:42:44.000000,-999.000,-999.000,-1,-1, 0, 2,0,2
60,-999.000,-999.000,1082,13.0,0.4,-999.0,0.4,-999.0, 8.682,-83.357,3.0,1,0,1,0,2021-08-23T02:40:44.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
61,-999.000,-999.000,597,31.0,1.1,-999.0,1.1,-999.0, 8.837,-82.986,4.0,1,0,1,0,2019-02-04T01:45:07.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
62,-999.000,-999.000,596,12.0,2.2,-999.0,2.2,-999.0, 8.900,-83.880,5.5,2,0,2,0,2019-01-31T13:09:48.000002,-999.000,-999.000,-1,-1, 0, 0,0,0
63,-999.000,-999.000,195,36.0,0.6,-999.0,0.6,-999.0, 9.549,-84.153,4.0,1,0,1,0,2015-06-25T06:43:22.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
64,-999.000,-999.000,194,22.0,0.9,0.6,0.9,0.6, 9.619,-84.795,4.0,2,1,3,1,2015-06-25T05:33:40.000003,-999.000,-999.000,1,1, 1, 3,1,2
65,-999.000,-999.000,197,13.0,0.7,-999.0,0.7,-999.0, 9.973,-85.635,4.2,1,0,1,0,2015-06-30T20:02:06.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
66,-999.000,-999.000,196,3.0,0.5,-999.0,0.5,-999.0, 9.356,-82.808,3.0,1,0,1,0,2015-07-01T07:35:59.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
67,-999.000,-999.000,191,30.0,0.9,1.3,0.9,1.3, 9.487,-84.642,3.8,1,1,1,1,2015-06-18T10:56:38.999997,-999.000,-999.000,-1,-1, 1, 1,1,1
68,-999.000,-999.000,190,20.0,1.4,-999.0,1.4,-999.0, 8.299,-82.964,3.9,1,0,1,0,2015-06-17T23:32:05.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
69,-999.000,-999.000,193,22.0,-999.0,0.2,-999.0,0.2, 8.411,-82.881,2.6,0,1,0,1,2015-06-21T03:29:00.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
70,-999.000,-999.000,192,19.0,1.3,-999.0,1.3,-999.0, 8.744,-83.342,3.8,1,0,1,0,2015-06-19T05:35:45.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
71,-999.000,-999.000,270,12.0,-999.0,0.2,-999.0,0.2, 9.466,-84.441,2.9,0,1,0,1,2016-04-22T13:50:28.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
72,-999.000,-999.000,271,18.0,0.3,-999.0,0.3,-999.0, 8.069,-82.854,4.5,2,0,2,0,2016-05-04T07:04:35.999997,-999.000,-999.000,-1,-1, 0, 2,0,2
73,-999.000,-999.000,272,17.0,-999.0,0.1,-999.0,0.1, 9.727,-84.621,2.9,0,1,0,1,2016-05-07T17:11:23.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
74,-999.000,-999.000,273,34.0,0.7,-999.0,0.7,-999.0, 8.251,-82.800,4.4,2,0,3,0,2016-05-16T21:54:45.999998,-999.000,-999.000,1,-1, 0, 3,0,2
75,-999.000,-999.000,274,8.0,0.7,-999.0,0.7,-999.0, 8.932,-84.106,3.1,1,0,1,0,2016-05-22T23:51:23.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
76,-999.000,-999.000,275,50.0,0.7,-999.0,0.7,-999.0, 9.482,-84.037,3.1,1,0,1,0,2016-05-25T02:58:22.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
77,-999.000,-999.000,276,25.0,0.2,-999.0,0.2,-999.0, 8.269,-82.723,3.4,1,0,1,0,2016-05-28T04:04:10.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
78,-999.000,-999.000,277,27.0,-999.0,0.7,-999.0,0.7, 8.235,-82.782,3.6,0,1,0,1,2016-05-28T11:41:27.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
79,-999.000,-999.000,278,10.0,1.5,-999.0,1.5,-999.0, 9.001,-83.079,4.3,3,0,3,0,2016-06-04T22:19:53.000002,-999.000,-999.000,1,1, 0, 3,0,3
80,-999.000,-999.000,279,4.0,0.5,0.1,0.5,0.1, 9.538,-83.913,3.0,1,2,1,2,2016-06-11T17:18:51.999999,-999.000,-999.000,4,4, 2, 1,2,1
81,-999.000,-999.000,569,3.0,-999.0,-999.0,-999.0,-999.0, 9.772,-83.955,2.5,1,0,1,0,2018-10-11T09:28:36.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
82,-999.000,-999.000,497,4.0,-999.0,0.3,-999.0,0.3, 9.700,-83.330,3.7,0,1,0,1,2018-05-29T07:44:17.000000,-999.000,-999.000,-1,-1, 1, 0,1,0
83,-999.000,-999.000,524,13.0,1.4,0.8,1.4,0.8, 9.799,-84.096,4.5,6,1,6,1,2018-07-27T17:50:44.000003,-999.000,-999.000,1,1, 1, 6,1,6
84,-999.000,-999.000,525,22.0,0.6,0.5,0.6,0.5, 9.644,-84.895,3.0,1,1,1,1,2018-07-30T07:14:40.999998,-999.000,-999.000,-1,-1, 1, 1,1,1
85,-999.000,-999.000,526,8.0,0.5,-999.0,0.5,-999.0, 8.884,-84.094,3.9,1,0,1,0,2018-07-31T04:33:20.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
86,-999.000,-999.000,527,2.0,1.2,-999.0,1.2,-999.0, 9.427,-84.242,4.1,1,0,1,0,2018-07-31T09:38:25.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
87,-999.000,-999.000,520,5.0,0.2,-999.0,0.2,-999.0, 9.982,-83.510,2.7,1,0,1,0,2018-07-16T10:12:35.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
88,-999.000,-999.000,521,17.0,0.4,-999.0,0.4,-999.0, 8.645,-83.394,2.9,1,0,1,0,2018-07-22T17:29:14.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
89,-999.000,-999.000,522,20.0,-999.0,0.1,-999.0,0.1, 9.414,-84.443,3.4,0,1,0,1,2018-07-23T21:53:57.000000,-999.000,-999.000,-1,-1, 1, 0,1,0
90,-999.000,-999.000,523,15.0,1.6,-999.0,1.6,-999.0, 9.307,-84.636,4.8,2,0,2,0,2018-07-25T09:43:41.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
91,-999.000,-999.000,1014,17.0,0.2,-999.0,0.2,-999.0, 9.250,-84.140,2.6,1,0,1,0,2021-05-03T01:25:44.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
92,-999.000,-999.000,1015,7.0,0.1,-999.0,0.1,-999.0, 9.965,-83.951,2.9,1,0,1,0,2021-05-04T11:18:16.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
93,-999.000,-999.000,1016,20.0,-999.0,-999.0,-999.0,0.2, 9.203,-84.084,3.1,0,0,0,1,2021-05-04T20:38:28.000001,-999.000,-999.000,-1,-1, 1, 0,0,0
94,-999.000,-999.000,1017,17.0,-999.0,0.1,-999.0,0.1, 8.706,-83.897,2.5,0,1,0,1,2021-05-05T03:41:21.999998,-999.000,-999.000,-1,-1, 1, 0,1,0
95,-999.000,-999.000,528,32.0,-999.0,0.4,-999.0,0.4, 9.049,-83.064,3.3,0,1,0,1,2018-08-02T00:10:06.999998,-999.000,-999.000,-1,-1, 1, 0,1,0
96,-999.000,-999.000,529,38.0,-999.0,1.0,-999.0,1.0, 9.160,-83.869,3.5,0,1,0,1,2018-08-02T01:53:09.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
97,-999.000,-999.000,1012,22.0,0.4,-999.0,0.4,-999.0, 9.580,-84.769,2.8,1,0,1,0,2021-04-30T09:45:43.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
98,-999.000,-999.000,1013,13.0,0.3,0.6,0.3,0.6, 8.668,-83.345,3.5,3,3,3,3,2021-05-02T19:05:32.000001,-999.000,-999.000,5,5, 3, 3,3,3
99,-999.000,-999.000,449,7.0,0.6,0.3,0.6,0.3,10.155,-83.978,3.2,1,1,1,1,2018-01-23T02:44:12.999998,-999.000,-999.000,-1,-1, 1, 1,1,1
100,-999.000,-999.000,448,9.0,1.5,-999.0,1.5,-999.0, 9.369,-84.519,4.3,5,0,5,0,2018-01-16T13:34:16.000003,-999.000,-999.000,1,1, 0, 5,0,5
101,-999.000,-999.000,345,16.0,-999.0,-999.0,-999.0,-999.0, 8.921,-84.057,2.7,2,0,2,0,2017-03-19T22:27:47.000000,-999.000,-999.000,-1,-1, 0, 2,0,2
102,-999.000,-999.000,443,12.0,0.1,0.3,0.1,0.3,10.658,-84.963,4.7,25,19,25,19,2018-01-11T17:03:15.999998,-999.000,-999.000,4,4, 11, 12,11,12
103,-999.000,-999.000,442,8.0,-999.0,0.4,-999.0,0.4, 9.465,-84.458,3.1,0,1,0,1,2018-01-09T14:22:12.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
104,-999.000,-999.000,441,33.0,-999.0,-999.0,-999.0,0.2, 8.272,-82.798,2.9,0,0,0,1,2018-01-08T07:36:32.999998,-999.000,-999.000,-1,-1, 1, 0,0,0
105,-999.000,-999.000,440,12.0,-999.0,-999.0,-999.0,-999.0, 9.046,-84.155,3.2,1,0,1,0,2017-12-29T15:25:23.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
106,-999.000,-999.000,447,21.0,1.1,-999.0,1.1,-999.0, 9.164,-84.459,3.6,1,0,1,0,2018-01-14T04:19:53.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
107,-999.000,-999.000,446,13.0,0.8,-999.0,0.8,-999.0, 9.510,-84.966,3.3,1,0,1,0,2018-01-12T18:38:55.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
108,-999.000,-999.000,445,57.0,0.1,-999.0,0.1,-999.0, 9.649,-82.892,2.6,1,0,1,0,2018-01-13T07:26:44.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
109,-999.000,-999.000,444,22.0,1.0,-999.0,1.0,-999.0, 9.607,-84.654,3.4,1,0,1,0,2018-01-11T20:47:20.000004,-999.000,-999.000,-1,-1, 0, 1,0,1
110,-999.000,-999.000,47,23.0,1.4,-999.0,1.4,-999.0, 9.991,-85.044,3.8,1,0,1,0,2014-04-19T14:36:09.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
111,-999.000,-999.000,108,17.0,-999.0,0.1,-999.0,0.1, 9.434,-84.347,2.5,0,1,0,1,2014-10-21T10:28:45.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
112,-999.000,-999.000,109,47.0,0.2,-999.0,0.2,-999.0, 8.320,-82.875,2.9,1,0,1,0,2014-10-21T08:18:43.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
113,-999.000,-999.000,102,13.0,1.4,-999.0,1.4,-999.0, 8.986,-83.994,5.0,6,0,6,0,2014-10-14T03:31:07.000003,-999.000,-999.000,1,1, 0, 3,0,3
114,-999.000,-999.000,103,17.0,1.5,1.5,1.5,1.5, 8.406,-83.143,4.3,1,1,1,1,2014-10-14T15:59:50.000001,-999.000,-999.000,-1,-1, 1, 1,1,1
115,-999.000,-999.000,100,10.0,-999.0,-999.0,-999.0,-999.0, 9.853,-84.670,2.5,1,0,1,0,2014-10-12T00:34:26.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
116,-999.000,-999.000,101,8.0,0.7,0.5,0.7,0.5, 9.543,-84.160,3.4,1,1,1,1,2014-10-13T12:58:20.000000,-999.000,-999.000,-1,-1, 1, 1,1,1
117,-999.000,-999.000,106,3.0,1.2,0.9,1.2,0.9, 9.400,-82.746,3.8,4,1,4,1,2014-10-20T04:23:04.000000,-999.000,-999.000,1,1, 1, 4,1,4
118,-999.000,-999.000,107,9.0,1.4,-999.0,1.4,-999.0, 8.938,-84.234,4.3,2,0,2,0,2014-10-20T15:36:51.000001,-999.000,-999.000,-1,-1, 0, 2,0,2
119,-999.000,-999.000,104,28.0,0.4,-999.0,0.4,-999.0, 9.547,-84.510,3.5,1,0,1,0,2014-10-16T03:47:50.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
120,-999.000,-999.000,105,55.0,1.1,-999.0,1.1,-999.0, 8.921,-82.842,4.2,5,0,5,0,2014-10-19T17:08:06.999998,-999.000,-999.000,1,1, 0, 5,0,5
121,-999.000,-999.000,902,0.0,-999.0,-999.0,-999.0,-999.0,10.043,-83.788,3.0,1,0,1,0,2020-11-24T17:31:25.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
122,-999.000,-999.000,903,11.0,0.2,-999.0,0.2,-999.0, 8.888,-84.114,2.8,2,0,2,0,2020-11-26T02:51:24.999997,-999.000,-999.000,-1,-1, 0, 2,0,2
123,-999.000,-999.000,39,10.0,1.3,-999.0,1.3,-999.0, 9.686,-84.188,4.0,2,0,2,0,2014-04-06T20:05:02.999998,-999.000,-999.000,-1,-1, 0, 2,0,2
124,-999.000,-999.000,38,42.0,0.8,-999.0,0.8,-999.0, 9.300,-82.674,3.4,1,0,1,0,2014-04-05T01:26:31.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
125,-999.000,-999.000,906,25.0,1.1,-999.0,1.1,-999.0, 9.639,-84.878,4.8,4,0,4,0,2020-12-08T03:33:26.000002,-999.000,-999.000,1,1, 0, 1,0,1
126,-999.000,-999.000,907,29.0,0.2,-999.0,0.2,-999.0, 8.463,-82.986,4.9,17,0,17,0,2020-12-08T14:20:47.000001,-999.000,-999.000,2,2, 0, 3,0,3
127,-999.000,-999.000,904,14.0,0.1,-999.0,0.1,-999.0, 9.014,-84.194,3.1,1,0,1,0,2020-11-26T16:53:10.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
128,-999.000,-999.000,905,19.0,0.2,0.5,0.2,0.5, 9.564,-84.858,3.4,2,1,2,1,2020-12-04T17:14:07.999999,-999.000,-999.000,4,4, 1, 2,1,2
129,-999.000,-999.000,33,20.0,-999.0,0.2,-999.0,0.2, 8.248,-82.844,2.9,0,1,0,1,2014-03-22T21:50:06.000000,-999.000,-999.000,-1,-1, 1, 0,1,0
130,-999.000,-999.000,32,8.0,0.3,-999.0,0.3,-999.0, 9.860,-83.971,2.7,1,0,1,0,2014-03-20T13:27:08.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
131,-999.000,-999.000,31,9.0,-999.0,0.2,-999.0,0.2, 8.750,-83.417,3.2,0,1,0,1,2014-03-20T11:01:27.000000,-999.000,-999.000,-1,-1, 1, 0,1,0
132,-999.000,-999.000,30,8.0,0.1,-999.0,0.1,-999.0, 8.153,-82.830,4.3,2,0,2,0,2014-03-15T16:26:03.000002,-999.000,-999.000,-1,-1, 0, 2,0,2
133,-999.000,-999.000,37,6.0,0.9,-999.0,0.9,-999.0, 8.242,-82.945,3.9,1,0,1,0,2014-03-27T01:04:50.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
134,-999.000,-999.000,36,13.0,-999.0,-999.0,-999.0,-999.0, 9.869,-85.664,2.4,1,0,1,0,2014-03-25T10:51:02.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
135,-999.000,-999.000,35,0.0,0.4,-999.0,0.4,-999.0, 8.893,-82.964,3.0,1,0,1,0,2014-03-24T00:31:41.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
136,-999.000,-999.000,34,23.0,-999.0,0.3,-999.0,0.3, 8.854,-84.087,2.9,0,1,0,1,2014-03-23T06:19:10.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
137,-999.000,-999.000,641,7.0,-999.0,0.4,-999.0,0.4, 9.517,-84.021,2.9,0,1,0,1,2019-05-09T22:34:13.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
138,-999.000,-999.000,640,41.0,1.8,-999.0,1.8,-999.0, 8.600,-82.966,4.3,1,0,1,0,2019-05-09T03:17:16.000004,-999.000,-999.000,-1,-1, 0, 1,0,1
